person_id,record_date,age,experience_years,unit_id,role,role_difficulty_score,duty_hours,overtime_hours,shift_type,night_shift,consecutive_work_days,consecutive_night_shifts,leave_requested,leave_days,leave_type,leave_approved,days_since_last_leave,deployment_status,deployment_duration_days,recent_deployment,transfer_event,days_since_transfer,deployment_hardship_score,sleep_hours,sleep_quality,mood_score,stress_score,fatigue_score,help_requested,avg_duty_hours_30d,night_shifts_30d,leave_days_30d,leave_requests_30d,leave_frequency,duty_hours_deviation,sleep_deviation,stress_deviation,mood_deviation,leave_deviation,night_shift_deviation,workload_deviation,wellness_trend,stress_trend,sleep_trend,risk_probability,risk_score,risk_category,contributing_factors,factor_impacts,factor_directions,recommendations,recommendation_reasons,model_version,prediction_timestamp,welfare_concern_30d
P0013,2026-01-29,36,13,UNIT-03,Junior Officer,40,6.6,0.4,Day,0,1,0,0,0,None,0,54,Not Deployed,0,0,0,373,11.8,6.8,7,7,5,3,0,8.1,0,0,0,0.0,-1.85,0.58,0.25,0.25,17.5,0.0,-2.03,Improving,Declining,Improving,0.373,37,MODERATE,Leave gap,37,Increasing,Consider leave/recovery review,Prolonged gap since last leave taken,synthetic-model-v1,2026-01-30 03:00:00,1
P0013,2026-02-05,36,13,UNIT-03,Junior Officer,40,7.5,0.1,Night,1,1,2,1,5,Casual,1,7,Deployed,7,1,0,380,52.2,6.1,6,6,5,3,0,7.93,1,5,1,0.25,-0.58,-0.24,0.2,-0.8,-33.0,1.0,-1.02,Improving,Improving,Improving,0.614,61,HIGH,Recent deployment | Deployment hardship | Mood decline | Sleep decline,21 | 20 | 11 | 9,Increasing | High | Declining | Declining,Routine monitoring,No significant risk indicators detected this period,synthetic-model-v1,2026-02-06 04:00:00,1
P0013,2026-02-12,36,13,UNIT-03,Junior Officer,40,9.7,1.1,Night,1,1,3,0,0,None,0,14,Deployed,14,0,0,387,54.6,6.8,6,7,6,4,0,8.15,2,5,1,0.25,1.72,0.5,1.17,0.33,-20.5,0.83,2.35,Declining,Declining,Stable,0.706,71,HIGH,Average duty hours | Deployment hardship | Night-duty frequency,37 | 23 | 11,Increasing | High | Increasing,Workload review,Duty hours elevated relative to personal baseline,synthetic-model-v1,2026-02-13 05:00:00,1
P0013,2026-02-19,36,13,UNIT-03,Junior Officer,40,8.7,1.3,Night,1,1,5,0,0,None,0,21,Deployed,21,0,0,394,72.1,5.8,7,6,6,4,0,8.12,3,5,1,0.25,0.47,-0.57,1.0,-0.71,-10.57,0.71,1.21,Stable,Declining,Stable,0.55,55,HIGH,Deployment hardship | Night-duty frequency | Sleep decline | Mood decline | Average duty hours,21 | 12 | 11 | 6 | 4,High | Increasing | Declining | Declining | Increasing,Review night-duty schedule | Wellness check-in focused on sleep and recovery | Review deployment welfare support,Frequent night shifts in the past 30 days | Sleep duration/quality declining from baseline | High deployment hardship score,synthetic-model-v1,2026-02-20 04:00:00,1
P0013,2026-02-26,36,13,UNIT-03,Junior Officer,40,9.3,1.8,Day,0,1,0,0,0,None,0,28,Deployed,28,0,0,401,79.0,5.7,5,6,7,6,1,8.8,3,5,1,0.25,1.01,-0.6,1.88,-0.62,-2.25,-0.38,2.16,Declining,Declining,Declining,0.617,62,HIGH,Deployment hardship | Average duty hours | Night-duty frequency | Sleep decline | Fatigue level,23 | 11 | 11 | 11 | 6,High | Increasing | Increasing | Declining | Increasing,Workload review | Review night-duty schedule | Wellness check-in focused on sleep and recovery | Review deployment welfare support | Prioritize welfare officer follow-up,Duty hours elevated relative to personal baseline | Frequent night shifts in the past 30 days | Sleep duration/quality declining from baseline | High deployment hardship score | Person actively requested help,synthetic-model-v1,2026-02-27 02:00:00,1
P0013,2026-03-05,36,13,UNIT-03,Junior Officer,40,9.3,1.8,Day,0,2,0,0,0,None,0,35,Deployed,35,0,0,408,71.9,5.8,5,5,8,5,0,9.25,2,0,0,0.0,0.9,-0.43,2.67,-1.56,5.0,-0.33,1.92,Declining,Declining,Stable,0.68,68,HIGH,Deployment hardship | Mood decline | Average duty hours | Leave gap | Sleep decline,22 | 13 | 12 | 11 | 10,High | Declining | Increasing | Increasing | Declining,Wellness check-in focused on sleep and recovery | Review deployment welfare support,Sleep duration/quality declining from baseline | High deployment hardship score,synthetic-model-v1,2026-03-06 05:00:00,0
P0014,2026-01-01,36,11,UNIT-08,Field Officer,55,10.3,0.9,Rotating,1,3,1,1,4,Earned,1,7,Not Deployed,0,0,0,383,12.9,9.0,6,6,6,4,0,10.3,1,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stable,Stable,Stable,0.52,52,MODERATE,Average duty hours,52,Increasing,Workload review,Duty hours elevated relative to personal baseline,synthetic-model-v1,2026-01-02 01:00:00,0
P0014,2026-01-08,36,11,UNIT-08,Field Officer,55,10.3,1.7,Rotating,1,4,3,0,0,None,0,14,Not Deployed,0,0,0,390,14.6,9.0,6,5,6,4,0,10.3,2,4,1,0.5,0.0,0.0,0.0,-1.0,7.0,0.0,0.8,Declining,Stable,Stable,0.536,54,MODERATE,Average duty hours | Mood decline | Night-duty frequency,27 | 15 | 11,Increasing | Declining | Increasing,Workload review,Duty hours elevated relative to personal baseline,synthetic-model-v1,2026-01-09 01:00:00,1
P0014,2026-01-15,36,11,UNIT-08,Field Officer,55,10.6,1.0,Rotating,1,5,5,0,0,None,0,21,Not Deployed,0,0,0,397,14.9,8.3,7,6,6,4,0,10.4,3,4,1,0.33,0.3,-0.7,0.0,0.5,10.5,0.0,-0.0,Improving,Stable,Declining,0.314,31,MODERATE,Average duty hours | Night-duty frequency | Sleep decline,15 | 10 | 7,Increasing | Increasing | Declining,Workload review | Review night-duty schedule | Wellness check-in focused on sleep and recovery,Duty hours elevated relative to personal baseline | Frequent night shifts in the past 30 days | Sleep duration/quality declining from baseline,synthetic-model-v1,2026-01-16 04:00:00,1
P0014,2026-01-22,36,11,UNIT-08,Field Officer,55,10.4,0.9,Rotating,1,6,6,0,0,None,0,28,Not Deployed,0,0,0,404,15.8,7.7,6,6,6,3,0,10.4,4,4,1,0.25,0.0,-1.07,0.0,0.33,14.0,0.0,-0.3,Improving,Stable,Declining,0.766,77,HIGH,Night-duty frequency | Average duty hours | Sleep decline | Leave gap,28 | 23 | 20 | 6,Increasing | Increasing | Declining | Increasing,Workload review | Review night-duty schedule | Wellness check-in focused on sleep and recovery,Duty hours elevated relative to personal baseline | Frequent night shifts in the past 30 days | Sleep duration/quality declining from baseline,synthetic-model-v1,2026-01-23 05:00:00,1
P0014,2026-01-29,36,11,UNIT-08,Field Officer,55,10.7,1.5,Rotating,1,7,8,0,0,None,0,35,Not Deployed,0,0,0,411,12.3,8.4,6,6,7,5,0,10.5,4,0,0,0.0,0.3,-0.1,1.0,0.25,17.5,0.0,0.67,Declining,Declining,Stable,0.682,68,HIGH,Average duty hours | Night-duty frequency | Leave gap,28 | 26 | 14,Increasing | Increasing | Increasing,Workload review | Review night-duty schedule,Duty hours elevated relative to personal baseline | Frequent night shifts in the past 30 days,synthetic-model-v1,2026-01-30 03:00:00,1
P0014,2026-02-05,36,11,UNIT-08,Field Officer,55,12.6,2.0,Night,1,7,9,0,0,None,0,42,Deployed,7,1,0,418,54.2,8.3,7,6,8,6,0,11.08,4,0,0,0.0,2.14,-0.18,1.8,0.2,21.0,0.0,2.94,Declining,Declining,Improving,0.715,72,HIGH,Average duty hours | Night-duty frequency | Leave gap | Deployment hardship | Recent deployment,31 | 12 | 12 | 8 | 8,Increasing | Increasing | Increasing | High | Increasing,Workload review | Review night-duty schedule | Consider leave/recovery review,Duty hours elevated relative to personal baseline | Frequent night shifts in the past 30 days | Prolonged gap since last leave taken,synthetic-model-v1,2026-02-06 01:00:00,1
P0014,2026-02-12,36,11,UNIT-08,Field Officer,55,12.2,3.0,Night,1,6,10,1,5,Casual,1,7,Deployed,14,0,1,0,42.3,7.9,6,5,9,6,0,11.48,4,5,1,0.25,1.38,-0.55,2.5,-0.83,-17.5,0.0,3.05,Declining,Declining,Declining,0.676,68,HIGH,Average duty hours | Night-duty frequency | Recent transfer | Mood decline | Sleep decline,32 | 15 | 9 | 6 | 6,Increasing | Increasing | Increasing | Declining | Declining,Workload review | Review night-duty schedule | Wellness check-in focused on sleep and recovery,Duty hours elevated relative to personal baseline | Frequent night shifts in the past 30 days | Sleep duration/quality declining from baseline,synthetic-model-v1,2026-02-13 01:00:00,1
P0014,2026-02-19,36,11,UNIT-08,Field Officer,55,11.9,3.1,Day,0,7,9,0,0,None,0,14,Deployed,21,0,0,7,65.0,7.3,5,4,10,7,1,11.85,3,5,1,0.25,0.89,-1.07,3.14,-1.71,-8.0,-1.0,2.41,Declining,Declining,Declining,0.844,84,CRITICAL,Average duty hours | Deployment hardship | Mood decline | Sleep decline | Night-duty frequency,31 | 17 | 13 | 12 | 11,Increasing | High | Declining | Declining | Increasing,Workload review | Review night-duty schedule | Wellness check-in focused on sleep and recovery | Review deployment welfare support | Prioritize welfare officer follow-up,Duty hours elevated relative to personal baseline | Frequent night shifts in the past 30 days | Sleep duration/quality declining from baseline | High deployment hardship score | Person actively requested help,synthetic-model-v1,2026-02-20 05:00:00,0
P0014,2026-02-26,36,11,UNIT-08,Field Officer,55,13.3,4.5,Day,0,8,0,0,0,None,0,21,Deployed,28,0,0,14,76.2,7.7,4,4,10,6,0,12.5,2,5,1,0.25,2.18,-0.54,2.75,-1.5,0.0,-0.88,4.91,Declining,Declining,Stable,0.798,80,CRITICAL,Average duty hours | Deployment hardship | Mood decline | Consecutive work days | Sleep decline,41 | 18 | 9 | 6 | 5,Increasing | High | Declining | Increasing | Declining,Workload review | Wellness check-in focused on sleep and recovery | Review deployment welfare support,Duty hours elevated relative to personal baseline | Sleep duration/quality declining from baseline | High deployment hardship score,synthetic-model-v1,2026-02-27 02:00:00,0
P0014,2026-03-05,36,11,UNIT-08,Field Officer,55,12.5,2.4,Day,0,9,0,0,0,None,0,28,Not Deployed,0,0,0,21,49.6,8.4,4,4,10,6,0,12.48,1,5,1,0.25,1.13,0.22,2.44,-1.33,7.0,-0.78,1.47,Stable,Stable,Improving,0.725,72,HIGH,Average duty hours | Consecutive work days | Mood decline | Deployment hardship | Fatigue level,36 | 11 | 10 | 9 | 6,Increasing | Increasing | Declining | High | Increasing,Workload review,Duty hours elevated relative to personal baseline,synthetic-model-v1,2026-03-06 04:00:00,1
P0015,2026-01-01,29,5,UNIT-05,Field Officer,55,11.1,2.3,Day,0,5,0,0,0,None,0,29,Not Deployed,0,0,0,225,13.3,6.8,7,7,5,3,0,11.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stable,Stable,Stable,0.463,46,MODERATE,Average duty hours | Leave gap,39 | 7,Increasing | Increasing,Workload review,Duty hours elevated relative to personal baseline,synthetic-model-v1,2026-01-02 02:00:00,0
P0015,2026-01-08,29,5,UNIT-05,Field Officer,55,11.6,2.9,Day,0,5,0,1,3,Emergency,1,7,Not Deployed,0,0,0,232,11.6,6.8,8,8,4,3,0,11.35,0,3,1,0.5,0.5,0.0,-1.0,1.0,-22.0,0.0,1.1,Improving,Improving,Stable,0.39,39,MODERATE,Average duty hours,39,Increasing,Workload review,Duty hours elevated relative to personal baseline,synthetic-model-v1,2026-01-09 02:00:00,0
P0015,2026-01-15,29,5,UNIT-05,Field Officer,55,10.9,0.3,Day,0,6,0,0,0,None,0,14,Not Deployed,0,0,0,239,11.9,6.9,7,6,4,2,0,11.2,0,3,1,0.33,-0.45,0.1,-0.5,-1.5,-4.0,0.0,-2.75,Stable,Improving,Stable,0.398,40,MODERATE,Average duty hours | Mood decline,24 | 15,Increasing | Declining,Workload review,Duty hours elevated relative to personal baseline,synthetic-model-v1,2026-01-16 04:00:00,1
P0015,2026-01-22,29,5,UNIT-05,Field Officer,55,11.2,2.0,Day,0,6,0,1,3,Medical,1,7,Not Deployed,0,0,0,246,16.0,5.6,7,7,4,3,0,11.2,0,6,2,0.5,-0.0,-1.23,-0.33,0.0,-9.67,0.0,0.17,Declining,Stable,Declining,0.484,48,MODERATE,Average duty hours | Sleep decline | Rising leave requests,20 | 19 | 9,Increasing | Declining | Increasing,Workload review | Wellness check-in focused on sleep and recovery,Duty hours elevated relative to personal baseline | Sleep duration/quality declining from baseline,synthetic-model-v1,2026-01-23 04:00:00,0
P0015,2026-01-29,29,5,UNIT-05,Field Officer,55,11.4,1.8,Day,0,6,0,0,0,None,0,14,Deployed,7,1,0,253,43.1,6.0,6,6,5,4,0,11.28,0,6,2,0.5,0.2,-0.53,0.75,-1.0,-0.25,0.0,0.13,Declining,Declining,Declining,0.524,52,MODERATE,Average duty hours | Recent deployment | Rising leave requests | Sleep decline | Mood decline,20 | 10 | 8 | 8 | 7,Increasing | Increasing | Increasing | Declining | Declining,Workload review | Wellness check-in focused on sleep and recovery,Duty hours elevated relative to personal baseline | Sleep duration/quality declining from baseline,synthetic-model-v1,2026-01-30 03:00:00,0
P0015,2026-02-05,29,5,UNIT-05,Field Officer,55,11.8,3.8,Day,0,6,0,1,2,Casual,1,7,Deployed,14,0,0,260,62.8,6.2,5,6,5,3,0,11.32,0,5,2,0.5,0.56,-0.22,0.6,-0.8,-7.2,0.0,2.5,Declining,Declining,Improving,0.514,51,MODERATE,Average duty hours | Deployment hardship | Rising leave requests | Mood decline | Sleep decline,23 | 13 | 8 | 5 | 3,Increasing | High | Increasing | Declining | Declining,Workload review | Review deployment welfare support,Duty hours elevated relative to personal baseline | High deployment hardship score,synthetic-model-v1,2026-02-06 03:00:00,0
P0015,2026-02-12,29,5,UNIT-05,Field Officer,55,11.9,3.0,Day,0,5,0,0,0,None,0,14,Deployed,21,0,0,267,66.7,7.0,9,8,4,3,0,11.58,0,5,2,0.5,0.57,0.62,-0.5,1.33,1.0,0.0,1.38,Improving,Improving,Improving,0.573,57,HIGH,Average duty hours | Deployment hardship,36 | 21,Increasing | High,Workload review | Review deployment welfare support,Duty hours elevated relative to personal baseline | High deployment hardship score,synthetic-model-v1,2026-02-13 03:00:00,1
P0015,2026-02-19,29,5,UNIT-05,Field Officer,55,11.5,2.8,Day,0,6,0,0,0,None,0,21,Deployed,28,0,0,274,48.9,7.0,6,8,5,4,0,11.65,0,2,1,0.25,0.09,0.53,0.57,1.14,7.86,0.0,0.59,Improving,Stable,Improving,0.348,35,MODERATE,Average duty hours | Deployment hardship,25 | 10,Increasing | High,Workload review,Duty hours elevated relative to personal baseline,synthetic-model-v1,2026-02-20 03:00:00,1
P0015,2026-02-26,29,5,UNIT-05,Field Officer,55,11.5,2.2,Day,0,7,0,0,0,None,0,28,Deployed,35,0,0,281,70.2,6.4,8,7,6,4,0,11.68,0,2,1,0.25,0.07,-0.14,1.5,0.0,13.88,0.0,-0.09,Declining,Declining,Declining,0.471,47,MODERATE,Average duty hours | Deployment hardship | Leave gap | Sleep decline,22 | 18 | 4 | 4,Increasing | High | Increasing | Declining,Workload review | Review deployment welfare support,Duty hours elevated relative to personal baseline | High deployment hardship score,synthetic-model-v1,2026-02-27 05:00:00,1
P0015,2026-03-05,29,5,UNIT-05,Field Officer,55,11.3,1.9,Day,0,7,0,0,0,None,0,35,Deployed,42,0,0,288,66.7,6.8,7,5,7,5,0,11.55,0,0,0,0.0,-0.13,0.28,2.33,-2.0,19.33,0.0,-0.58,Declining,Declining,Stable,0.6,60,HIGH,Average duty hours | Deployment hardship | Mood decline | Leave gap,20 | 16 | 14 | 9,Increasing | High | Declining | Increasing,Workload review | Review deployment welfare support,Duty hours elevated relative to personal baseline | High deployment hardship score,synthetic-model-v1,2026-03-06 04:00:00,0
P0016,2026-01-01,35,11,UNIT-10,Senior Officer,70,7.2,0.1,Rotating,0,2,0,0,0,None,0,28,Not Deployed,0,0,0,88,13.9,5.4,7,8,4,3,0,7.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stable,Stable,Stable,0.338,34,MODERATE,Sleep decline | Leave gap | Role difficulty,16 | 10 | 7,Declining | Increasing | High,Wellness check-in focused on sleep and recovery,Sleep duration/quality declining from baseline,synthetic-model-v1,2026-01-02 02:00:00,0
P0016,2026-01-08,35,11,UNIT-10,Senior Officer,70,8.6,0.6,Rotating,0,1,0,0,0,None,0,35,Not Deployed,0,0,0,95,15.3,6.0,7,8,3,3,0,7.9,0,0,0,0.0,1.4,0.6,-1.0,0.0,7.0,0.0,1.9,Stable,Improving,Improving,0.371,37,MODERATE,Leave gap | Average duty hours | Sleep decline | Role difficulty,14 | 13 | 6 | 4,Increasing | Increasing | Declining | High,Workload review,Duty hours elevated relative to personal baseline,synthetic-model-v1,2026-01-09 02:00:00,0
P0016,2026-01-15,35,11,UNIT-10,Senior Officer,70,9.0,1.1,Rotating,0,2,0,0,0,None,0,42,Not Deployed,0,0,0,102,16.4,6.4,8,7,4,3,0,8.27,0,0,0,0.0,1.1,0.7,0.5,-1.0,10.5,0.0,1.85,Stable,Stable,Improving,0.553,55,HIGH,Leave gap | Average duty hours | Mood decline | Sleep decline | Role difficulty,22 | 14 | 10 | 5 | 4,Increasing | Increasing | Declining | Declining | High,Workload review | Consider leave/recovery review,Duty hours elevated relative to personal baseline | Prolonged gap since last leave taken,synthetic-model-v1,2026-01-16 04:00:00,0
P0016,2026-01-22,35,11,UNIT-10,Senior Officer,70,8.0,0.5,Rotating,0,1,0,0,0,None,0,49,Not Deployed,0,0,0,109,13.1,6.2,6,6,5,3,0,8.2,0,0,0,0.0,-0.27,0.27,1.33,-1.67,14.0,0.0,-0.37,Declining,Declining,Stable,0.441,44,MODERATE,Leave gap | Mood decline | Sleep decline | Role difficulty,24 | 13 | 4 | 3,Increasing | Declining | Declining | High,Consider leave/recovery review,Prolonged gap since last leave taken,synthetic-model-v1,2026-01-23 04:00:00,0
P0016,2026-01-29,35,11,UNIT-10,Senior Officer,70,8.1,1.1,Rotating,0,1,0,0,0,None,0,56,Not Deployed,0,0,0,116,13.6,6.1,7,6,5,4,0,8.43,0,0,0,0.0,-0.1,0.1,1.0,-1.25,17.5,0.0,0.42,Declining,Declining,Declining,0.334,33,MODERATE,Leave gap | Mood decline | Sleep decline | Role difficulty,22 | 7 | 3 | 2,Increasing | Declining | Declining | High,Consider leave/recovery review,Prolonged gap since last leave taken,synthetic-model-v1,2026-01-30 02:00:00,0
P0016,2026-02-05,35,11,UNIT-10,Senior Officer,70,9.1,1.5,Rotating,1,1,1,0,0,None,0,63,Not Deployed,0,0,0,123,12.6,6.4,6,8,4,3,0,8.55,1,0,0,0.0,0.92,0.38,-0.2,1.0,21.0,1.0,1.74,Improving,Improving,Stable,0.422,42,MODERATE,Leave gap | Average duty hours | Sleep decline | Role difficulty,29 | 8 | 3 | 2,Increasing | Increasing | Declining | High,Consider leave/recovery review,Prolonged gap since last leave taken,synthetic-model-v1,2026-02-06 05:00:00,1
P0016,2026-02-12,35,11,UNIT-10,Senior Officer,70,7.4,0.2,Day,0,1,0,0,0,None,0,70,Not Deployed,0,0,0,130,13.3,6.4,7,7,5,4,0,8.15,1,0,0,0.0,-0.93,0.32,0.83,-0.17,24.5,-0.17,-1.55,Improving,Stable,Improving,0.51,51,MODERATE,Leave gap | Sleep decline | Role difficulty,44 | 4 | 3,Increasing | Declining | High,Consider leave/recovery review,Prolonged gap since last leave taken,synthetic-model-v1,2026-02-13 03:00:00,0
P0016,2026-02-19,35,11,UNIT-10,Senior Officer,70,7.3,0.6,Rotating,0,1,0,1,3,Earned,1,7,Not Deployed,0,0,0,137,12.6,5.9,6,7,5,4,0,7.98,1,3,1,0.25,-0.9,-0.23,0.71,-0.14,-42.0,-0.14,-1.03,Declining,Declining,Declining,0.464,46,MODERATE,Sleep decline | Role difficulty,32 | 15,Declining | High,Wellness check-in focused on sleep and recovery,Sleep duration/quality declining from baseline,synthetic-model-v1,2026-02-20 02:00:00,0
P0016,2026-02-26,35,11,UNIT-10,Senior Officer,70,7.8,0.0,Rotating,1,1,1,1,1,Casual,1,7,Not Deployed,0,0,0,144,13.5,5.3,7,7,5,4,0,7.9,2,4,2,0.5,-0.29,-0.8,0.62,-0.12,-36.75,0.88,-1.0,Stable,Stable,Declining,0.524,52,MODERATE,Sleep decline | Rising leave requests | Night-duty frequency | Role difficulty,25 | 15 | 9 | 4,Declining | Increasing | Increasing | High,Wellness check-in focused on sleep and recovery,Sleep duration/quality declining from baseline,synthetic-model-v1,2026-02-27 03:00:00,0
P0016,2026-03-05,35,11,UNIT-10,Senior Officer,70,7.0,0.7,Day,0,2,0,1,2,Casual,1,7,Not Deployed,0,0,0,151,11.0,6.7,7,9,4,3,0,7.38,1,6,3,0.75,-1.06,0.69,-0.44,1.89,-32.67,-0.22,-0.99,Improving,Improving,Improving,0.435,44,MODERATE,Rising leave requests | Role difficulty,33 | 10,Increasing | High,Routine monitoring,No significant risk indicators detected this period,synthetic-model-v1,2026-03-06 01:00:00,0
P0017,2026-01-01,41,13,UNIT-08,Junior Officer,40,9.5,1.1,Night,1,5,2,0,0,None,0,34,Not Deployed,0,0,0,478,19.3,6.0,6,6,5,4,0,9.5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stable,Stable,Stable,0.439,44,MODERATE,Leave gap | Average duty hours | Sleep decline,19 | 17 | 8,Increasing | Increasing | Declining,Routine monitoring,No significant risk indicators detected this period,synthetic-model-v1,2026-01-02 04:00:00,1
P0017,2026-01-08,41,13,UNIT-08,Junior Officer,40,8.8,1.2,Night,1,5,4,0,0,None,0,41,Not Deployed,0,0,0,485,19.6,7.0,6,6,6,4,0,9.15,2,0,0,0.0,-0.7,1.0,1.0,0.0,7.0,0.0,-0.6,Stable,Declining,Improving,0.392,39,MODERATE,Leave gap | Night-duty frequency | Average duty hours,26 | 10 | 4,Increasing | Increasing | Increasing,Consider leave/recovery review,Prolonged gap since last leave taken,synthetic-model-v1,2026-01-09 05:00:00,0
P0017,2026-01-15,41,13,UNIT-08,Junior Officer,40,7.7,0.3,Night,1,5,5,0,0,None,0,48,Not Deployed,0,0,0,492,15.6,6.5,7,5,6,3,0,8.67,3,0,0,0.0,-1.45,0.0,0.5,-1.0,10.5,0.0,-2.3,Improving,Declining,Improving,0.453,45,MODERATE,Leave gap | Night-duty frequency | Mood decline,24 | 13 | 8,Increasing | Increasing | Declining,Review night-duty schedule | Consider leave/recovery review,Frequent night shifts in the past 30 days | Prolonged gap since last leave taken,synthetic-model-v1,2026-01-16 05:00:00,1
P0017,2026-01-22,41,13,UNIT-08,Junior Officer,40,8.6,0.0,Night,1,4,6,0,0,None,0,55,Not Deployed,0,0,0,499,11.6,6.3,5,6,6,5,0,8.65,4,0,0,0.0,-0.07,-0.2,0.33,0.33,14.0,0.0,-0.93,Declining,Stable,Declining,0.513,51,MODERATE,Leave gap | Night-duty frequency | Sleep decline | Average duty hours,29 | 17 | 4 | 1,Increasing | Increasing | Declining | Increasing,Review night-duty schedule | Consider leave/recovery review,Frequent night shifts in the past 30 days | Prolonged gap since last leave taken,synthetic-model-v1,2026-01-23 03:00:00,1
P0017,2026-01-29,41,13,UNIT-08,Junior Officer,40,7.8,0.9,Night,1,3,8,1,1,Earned,0,62,Not Deployed,0,0,0,506,13.5,6.0,6,7,6,4,0,8.22,4,1,1,0.25,-0.85,-0.45,0.25,1.25,17.5,0.0,-0.6,Stable,Stable,Declining,0.535,54,MODERATE,Leave gap | Night-duty frequency | Sleep decline,29 | 16 | 8,Increasing | Increasing | Declining,Review night-duty schedule | Consider leave/recovery review | Wellness check-in focused on sleep and recovery,Frequent night shifts in the past 30 days | Prolonged gap since last leave taken | Sleep duration/quality declining from baseline,synthetic-model-v1,2026-01-30 02:00:00,1
P0017,2026-02-05,41,13,UNIT-08,Junior Officer,40,8.9,1.1,Night,1,2,10,1,1,Casual,1,7,Not Deployed,0,0,0,513,14.3,6.2,6,6,7,5,0,8.25,4,2,2,0.5,0.42,-0.16,1.2,0.0,-41.0,0.0,0.82,Improving,Declining,Stable,0.64,64,HIGH,Night-duty frequency | Rising leave requests | Average duty hours | Sleep decline,31 | 17 | 10 | 7,Increasing | Increasing | Increasing | Declining,Review night-duty schedule,Frequent night shifts in the past 30 days,synthetic-model-v1,2026-02-06 03:00:00,1
P0017,2026-02-12,41,13,UNIT-08,Junior Officer,40,8.8,0.0,Day,0,1,0,0,0,None,0,14,Not Deployed,0,0,0,520,13.2,6.3,5,5,8,6,0,8.52,3,2,2,0.5,0.25,-0.03,2.0,-1.0,-27.17,-1.0,-0.52,Declining,Declining,Stable,0.649,65,HIGH,Night-duty frequency | Rising leave requests | Mood decline | Fatigue level | Sleep decline,19 | 16 | 13 | 10 | 6,Increasing | Increasing | Declining | Increasing | Declining,Review night-duty schedule,Frequent night shifts in the past 30 days,synthetic-model-v1,2026-02-13 01:00:00,0
P0017,2026-02-19,41,13,UNIT-08,Junior Officer,40,10.3,1.1,Day,0,1,0,0,0,None,0,21,Not Deployed,0,0,0,527,11.6,6.8,5,5,8,5,0,8.95,2,2,2,0.5,1.71,0.47,1.71,-0.86,-16.29,-0.86,2.16,Declining,Declining,Improving,0.675,68,HIGH,Average duty hours | Rising leave requests | Mood decline | Night-duty frequency,35 | 14 | 10 | 9,Increasing | Increasing | Declining | Increasing,Workload review,Duty hours elevated relative to personal baseline,synthetic-model-v1,2026-02-20 04:00:00,0
P0017,2026-02-26,41,13,UNIT-08,Junior Officer,40,7.8,0.5,Day,0,1,0,0,0,None,0,28,Not Deployed,0,0,0,534,11.2,6.5,6,5,8,6,0,8.95,1,1,1,0.25,-1.0,0.11,1.5,-0.75,-7.25,-0.75,-1.21,Improving,Stable,Stable,0.559,56,HIGH,Fatigue level | Mood decline | Leave gap,21 | 21 | 14,Increasing | Declining | Increasing,Routine monitoring,No significant risk indicators detected this period,synthetic-model-v1,2026-02-27 03:00:00,0
P0017,2026-03-05,41,13,UNIT-08,Junior Officer,40,7.8,0.5,Day,0,2,0,0,0,None,0,35,Not Deployed,0,0,0,541,12.6,6.6,6,4,7,5,0,8.68,0,0,0,0.0,-0.89,0.2,0.33,-1.67,0.56,-0.67,-1.08,Stable,Improving,Stable,0.666,67,HIGH,Mood decline | Leave gap,38 | 29,Declining | Increasing,Routine monitoring,No significant risk indicators detected this period,synthetic-model-v1,2026-03-06 01:00:00,0
P0018,2026-01-01,35,8,UNIT-07,Senior Officer,70,8.8,0.0,Rotating,0,5,0,0,0,None,0,14,Not Deployed,0,0,0,250,8.1,7.6,6,7,5,3,0,8.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stable,Stable,Stable,0.484,48,MODERATE,Role difficulty | Average duty hours,27 | 22,High | Increasing,Routine monitoring,No significant risk indicators detected this period,synthetic-model-v1,2026-01-02 03:00:00,0
P0018,2026-01-08,35,8,UNIT-07,Senior Officer,70,9.0,0.4,Rotating,1,4,2,0,0,None,0,21,Not Deployed,0,0,0,257,4.8,7.1,6,6,6,5,0,8.9,1,0,0,0.0,0.2,-0.5,1.0,-1.0,7.0,1.0,0.6,Declining,Declining,Declining,0.534,53,MODERATE,Mood decline | Sleep decline | Average duty hours | Role difficulty,19 | 14 | 13 | 7,Declining | Declining | Increasing | High,Wellness check-in focused on sleep and recovery,Sleep duration/quality declining from baseline,synthetic-model-v1,2026-01-09 04:00:00,0
P0018,2026-01-15,35,8,UNIT-07,Senior Officer,70,8.8,1.1,Rotating,1,3,3,0,0,None,0,28,Not Deployed,0,0,0,264,10.0,7.1,9,7,5,3,0,8.87,2,0,0,0.0,-0.1,-0.25,-0.5,0.5,10.5,0.5,0.8,Improving,Stable,Declining,0.486,49,MODERATE,Night-duty frequency | Leave gap | Sleep decline | Role difficulty | Average duty hours,15 | 10 | 10 | 8 | 6,Increasing | Increasing | Declining | High | Increasing,Routine monitoring,No significant risk indicators detected this period,synthetic-model-v1,2026-01-16 02:00:00,0
