id,pseudonymous_id,training_date,hours_committed
4bfd2840-0f2b-49d6-9362-0480d5070588,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-04-17,3.3
af876e1e-2099-4276-95c0-c2a70b59754d,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-04-20,2.9
8aa940cf-dd97-443f-a7da-18cf1e952ecd,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-04-22,6.3
114fc200-a4df-4939-be11-3bbd168afbc3,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-04-27,1.9
ea614e5b-e1d4-438a-b675-9a19f9311dfe,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-05-01,4.0
f0da58ac-a1de-4d70-8ba6-94993785d6fd,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-05-04,5.7
9b0eee62-95b2-4aa6-8716-6941de10522f,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-05-18,4.0
65e9a524-dda2-4d57-bca2-12983db983f4,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-05-29,4.0
1e618e72-efa7-4664-901d-a3bad543f913,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-06-01,2.8
a186d10e-f179-4948-8090-7a2a9f8e481d,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-06-09,6.3
883c8882-2f04-4a96-9029-97473c6f63df,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-06-16,3.6
aa7c000b-751c-4b17-8c4b-b8bd49d46f61,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-06-18,5.4
bfdeaa9b-1b7f-4eae-959f-caa2f1ff2ba2,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-06-24,5.1
cbc72dc4-41f5-4d8c-bd33-e6a67fbcb159,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-01-01,3.6
d8d0dd83-a70b-47e1-8f3a-a020c013e689,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-01-07,4.6
db5968d4-3e01-4b3e-ab8f-97bee23a2319,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-01-12,5.3
2d54af33-ab76-4169-806f-15760c553267,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-01-15,4.4
2a4a9973-0485-40ff-a1d0-488d9f388959,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-01-20,3.6
eb8faaf0-053d-4895-abd1-221ca8c3ba86,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-01-21,1.7
b9ce0665-eeaf-4554-8ca5-c2ad260fb82b,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-01-23,3.8
2441b309-097f-4604-ba05-90de75f0653d,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-01-26,2.7
9578aaf1-f962-414e-a44f-b412c737b126,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-01-30,4.4
51fc5c3e-b6f5-4fd2-acc9-e520051b230e,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-02-06,3.5
6c7322f1-a5ae-4861-bfca-2735bc0068a6,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-02-16,1.7
e7b71c79-23ac-442e-be6d-69c5a7debeb0,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-02-18,1.5
a94686bb-6c7b-4ec1-a3ce-5685aab86dd5,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-02-24,1.5
ee703d9b-eb48-45b4-8ea3-7310963fe828,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-02-25,4.6
ba265c5c-87af-42b9-95d7-7fb9ce4a95c7,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-03-04,3.2
f0cc7aca-9ac8-46ca-9cc3-40b65fd88ee6,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-03-12,3.7
6b9bd8a5-cc60-4b75-bc26-05444750b169,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-03-24,2.5
08bdfc59-356a-4ede-978f-c140f0066fbd,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-03-27,2.8
e485d538-9fca-401e-8486-d019036e4afb,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-03-31,3.1
880fa484-a605-4a49-9685-5879e4cfa69f,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-04-06,4.4
c66dc90d-a45b-4ae8-bbee-d91f32eef8af,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-04-07,3.0
f87550e1-d41d-428a-8b79-1c0ba7fc3b2c,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-04-08,4.3
c4ddf05b-e37f-41b7-96dd-19c9106e7033,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-04-13,3.2
a5821725-b26a-49a3-95b6-c6cda9995428,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-04-15,6.0
72694a3e-8e25-45e4-97c0-aea7189040c5,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-04-16,5.1
5252cdfd-56d5-4036-b450-842409519c2a,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-04-20,2.5
0789807c-edb6-4fd6-8bb4-01b862f4c956,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-04-21,3.5
5e342ffe-785c-4857-8313-c875a48a97d9,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-04-27,3.0
46ae38b1-a0be-48f9-9f3e-cd2ef3f31dc4,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-04-28,3.3
eb716f3e-f6ee-44e2-b618-7b6e53dd97ee,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-04-29,4.3
cbceac3a-1dfa-4cd2-bb56-79cdbbe8c595,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-04-30,4.2
f161ddfe-6cb1-4fc6-b647-780ba72fc491,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-05-11,4.2
d06ac38f-ca66-4d9d-ae79-c516b005363a,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-05-12,4.6
1b102edb-dc94-47e7-ac69-bdd2d0e578c6,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-05-18,2.3
78490dd0-00a9-4253-9243-bab4894f5db8,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-05-22,5.2
63b7f833-c130-422d-a030-547c96d925ef,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-05-26,3.4
ce16d128-56bd-459c-9615-bf1d7f8c5fb8,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-06-01,5.7
f083a254-487e-475e-a162-eb7af180846f,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-06-03,4.2
b6443e88-935d-4687-b7d6-cc8420825231,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-06-04,3.6
4faa4fc3-da42-4c1a-b81f-66dd2dbeb36f,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-06-05,5.1
c9aa26de-7af1-4adb-99e5-c0052b112c86,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-06-09,5.8
a662a0dc-2f95-4020-94f7-bab9b6cb01c0,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-06-15,5.0
f3c251d9-ec1b-468e-8cf5-a761a2caec00,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-06-16,4.3
608f9379-b54c-4d92-b03b-fa1dec738d20,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-06-17,6.6
9fdb3bb0-6372-4f6b-8e3c-837f6e2e2153,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-06-22,4.0
02e674a9-673f-4d6f-b9e8-b62b1fadf0bc,5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-06-29,4.1
14249379-43e4-4da4-9073-e563cd7507e9,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-01-05,1.7
68822b1a-296a-4fa0-bd05-6b1c2510718d,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-01-07,3.5
5d1179ce-69a2-45a2-a063-5fe2c0cc276f,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-01-22,3.8
859b94e4-fe9b-434b-ba64-4c2998ab8468,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-01-28,2.4
c95aa2f8-0468-4395-8a60-820837262774,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-01-29,4.1
92c8db95-fb4a-4d1c-9513-4efd2bfd9255,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-02-03,1.7
9a490418-2da0-471f-ac47-e8455121d0ef,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-02-11,3.8
fb697924-b489-43d6-9413-f1acd3a2d62c,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-02-18,5.1
e657ef39-a7f9-4cdc-8044-298d92aad749,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-02-26,4.4
69dcb957-3646-4be8-8bf8-a8dcdf21dbdf,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-02-27,3.4
f582c927-1e7e-4aef-8036-4857032e57e0,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-03-02,7.0
d9731c6b-b47c-4862-9ac7-a6c6abc91e68,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-03-04,3.0
249d206b-6475-4e87-9076-0596f7e6520d,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-03-06,4.2
bc3f0011-703c-4e64-b298-b32744449ae7,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-03-10,5.7
cef2f71d-75bc-484b-855c-33386f5de231,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-03-11,5.4
4e95b724-c183-42bc-a044-154f5b2ae667,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-03-25,3.4
d0253f63-b6c8-4ebc-8816-a3e2d4ef83bc,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-03-27,2.6
fda7ebe4-d42f-4c78-b88f-dd82c13fbdf2,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-03-31,4.8
05f4a833-6d04-47ee-a8b7-0ed601263767,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-04-07,5.0
299cb610-94fb-4a4d-84e4-521437011825,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-04-14,4.4
3d418c04-61b1-4067-a94d-2b8d3e8cc89c,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-04-22,5.4
7222fc2c-ae96-4171-9290-b8051f61af85,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-04-30,3.3
ab278257-5477-4e25-9cf7-21c175af0996,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-05-15,5.3
6d10327d-ec78-4d18-9a9d-d10e280a1df9,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-05-20,5.5
87133b12-932b-466e-8c04-0fbfa1ed440b,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-05-26,5.0
dcce33f4-d713-4078-a862-b1556c5b8be7,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-06-01,3.5
9202c459-cc02-4e40-9ff1-bf9776134b09,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-06-02,3.8
71bc3fbd-2d6e-4b16-97fe-2a0b35b9c23b,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-06-03,4.3
41812c77-c667-4fcb-bcaf-e66858a3bd07,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-06-09,4.9
51107a0c-8c0a-462c-8988-d36f0f178377,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-06-17,2.4
1fc33871-5851-4851-af1a-eb4de0a7933e,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-06-24,3.5
c04a4d56-2e52-4bda-97f0-44fb298993c9,b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-06-26,4.9
6a40a899-4474-4811-9e36-cb496c77c71e,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-01-07,1.7
cf30de08-228a-4b92-9b36-6735bd1a759d,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-01-09,4.8
0e589466-e68b-4cb6-a88c-a862769770a2,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-01-12,5.6
e6bc08ec-219f-4932-a34b-b749c17b400f,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-01-16,2.4
2e4a9e1f-4342-499e-a0ef-fbf5cb751392,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-01-28,6.2
a561cc0f-9e75-4555-9d25-18d7d8ce90d7,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-02-04,1.5
44be0ebd-d3af-425d-9724-55c164438be9,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-02-09,3.8
e6a1256e-1103-44f4-9c16-1fe3497bf00a,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-02-20,3.2
3351e274-3818-459c-845c-daf1e6405588,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-02-27,2.6
669bb304-9f75-4dce-8a5d-0f8cbb5a62f2,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-03-04,5.1
8a1b0f25-2117-462f-96f1-7f27482340bd,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-03-09,2.3
a8df4455-9948-464e-b853-ff73ceef36ae,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-03-11,5.8
6980c3a3-2f03-4072-a2ab-36c4f4a095ba,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-03-19,4.0
e1529d9b-da30-4f49-9e26-5fb036973b9a,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-03-23,3.0
bd397b6c-5d3b-4ba6-b17f-7f92c53f6ab2,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-03-31,4.7
e36254b0-e729-40c8-ae6f-67a4c4316f27,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-04-10,3.7
37ff0968-d760-4f07-b4b3-7d0567b1887a,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-04-13,3.8
b9323d18-b341-4600-95e2-76e03c183afe,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-04-14,2.5
e324044e-1ea9-4ed2-8756-f6a793432723,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-04-29,5.4
b1466f4a-d063-4f0c-aac8-ce8b7ab12bb9,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-05-04,4.0
27bb34f0-e0f4-49c8-847b-ad19491782b2,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-05-05,3.6
082e5214-63d6-423b-b096-e947120a8421,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-05-06,3.9
d229de39-62c0-4813-9026-f7ae5c422b0b,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-05-07,4.3
f23d7ff1-c4f6-451f-9447-22f5ba6c562f,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-05-11,2.9
17e221ca-2c5d-40c6-81f1-07e48e15739c,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-06-04,3.2
c2b4d44d-2bb2-484d-bde5-516e7fec94e3,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-06-08,5.1
1f6fe441-2735-4ab1-af5a-9813f515eced,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-06-17,3.2
6c2ba0e3-f380-4ad6-a7a2-2ceafd892033,e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-06-26,4.2
ea1ce873-2734-4f1c-925a-f4b28308a4ed,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-01-01,6.3
0027f988-d5b9-476e-8a38-6632fa6819f1,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-01-05,3.6
d7eccd72-6243-4297-a18d-bbf10f2fad22,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-01-06,4.8
a2897a21-16c7-4782-a9b9-b32b0dcc64f3,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-01-08,4.6
2fa87c31-9276-4d30-93d5-12ff28e12a45,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-01-09,3.5
d156f2d4-41f4-45fe-b3d5-d5fe31858de0,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-01-13,3.2
0a562d13-1620-4d22-a713-ff266f230366,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-01-15,3.2
19398723-e63d-46d6-8816-0df871ac24e1,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-01-28,4.8
23d694ef-01bd-44a9-9e43-cc25476bc4e7,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-01-30,4.0
524224d9-14e8-4f13-9fa4-b8379e0f1260,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-02-09,3.6
372d0a42-3e89-4ec2-a624-6b50d88930a5,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-02-10,6.3
7e5d604b-f317-4225-aea4-4bfd588741a5,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-02-11,5.4
d0462d54-819a-4ac3-a284-5eca02e335b3,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-02-17,4.4
47f2bb0e-edb3-46d7-a7bb-159e95267d88,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-02-23,6.3
0f7f7d2c-0039-4c5e-8f56-dbd3d6a84e85,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-03-06,3.7
f3f50ba6-8f8b-4106-96a7-e68f13d98116,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-03-19,7.6
39ab74f5-b5ce-49b9-aeca-36be1eb52e57,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-03-27,3.7
48a63dcb-e708-41fe-847d-5c0a52a15fff,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-03-30,5.0
95234bba-d643-4e26-b3d8-63ff08754d28,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-04-01,6.1
cfd0e742-7303-4d65-bce8-8d2e99b56c7f,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-04-06,5.1
f76ada07-3f1a-4477-b265-6a47847803d7,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-04-07,4.0
003e2421-f64e-4405-9ce3-429656f4a156,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-04-15,2.9
1afd728a-e7d2-4337-ac5e-ddf62cba683c,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-04-21,3.3
4e400fe9-7491-4faf-8521-70028c5371a8,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-04-30,5.4
28b6bcc1-687a-437c-9867-606886af4d69,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-05-06,3.8
4ec96790-2999-4406-ac3d-eb65b8733a32,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-05-07,2.3
cfaf16a3-5e31-4789-aef8-c0532f0e4c9a,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-05-18,4.5
5720f50d-512d-49ef-8fb4-7f870c1b5788,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-05-20,6.3
70444d12-932c-4d8a-88da-61007e64ee5c,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-05-25,4.3
fd06f246-738f-469c-9f4b-d919b7c2f171,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-05-26,4.0
2c80df5f-0fa6-4bc2-8282-c9b7e8e78264,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-06-01,5.4
dc4257cf-5c04-44aa-973e-94d34f9173fa,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-06-02,4.2
a500f4f6-d067-41b6-9d95-554cfc30dd92,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-06-08,4.8
3f59aaf4-4255-4a89-b509-46cc5861647c,a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-06-23,5.5
aafa1ea4-16ec-4cc6-b56f-7d84eee2ae3d,738d5915-4233-4d01-a945-cbeabf75cd21,2026-01-02,5.2
87ec8653-6fa5-4b1b-b01e-5b54c8b03961,738d5915-4233-4d01-a945-cbeabf75cd21,2026-01-07,3.2
96accb5f-e177-4f5e-abf7-ede219ec0269,738d5915-4233-4d01-a945-cbeabf75cd21,2026-01-09,3.6
182328c2-e573-4085-b436-928e209b4d72,738d5915-4233-4d01-a945-cbeabf75cd21,2026-01-16,2.2
6b9375a4-6b73-4c7b-b8cb-b4530c089121,738d5915-4233-4d01-a945-cbeabf75cd21,2026-01-19,4.5
3e82b713-4d72-4214-8d08-e4ddb23a0b35,738d5915-4233-4d01-a945-cbeabf75cd21,2026-01-23,8.0
3eccfb05-e436-48c4-8054-112eefadc514,738d5915-4233-4d01-a945-cbeabf75cd21,2026-01-30,5.4
d14ca06b-a585-4699-b3d4-e059ca3e8262,738d5915-4233-4d01-a945-cbeabf75cd21,2026-02-11,5.1
ecf37719-c251-43e1-80d5-f2d6c62bc0fb,738d5915-4233-4d01-a945-cbeabf75cd21,2026-02-13,5.9
8a05c785-264a-415e-8455-bf3bcdbb99ab,738d5915-4233-4d01-a945-cbeabf75cd21,2026-02-16,5.2
84f84bc8-28d5-4a07-a176-7503e0a39a1f,738d5915-4233-4d01-a945-cbeabf75cd21,2026-02-23,4.2
36e9a59b-d1d1-4058-a0cf-5300fedf516d,738d5915-4233-4d01-a945-cbeabf75cd21,2026-02-25,2.9
56200bb5-a93c-4c63-9eb5-9e46ab7de430,738d5915-4233-4d01-a945-cbeabf75cd21,2026-03-04,5.8
146cedea-d287-49cb-a125-d9f0dc630820,738d5915-4233-4d01-a945-cbeabf75cd21,2026-03-05,2.2
216b8eb8-42c0-40d6-9b9c-67c519d58971,738d5915-4233-4d01-a945-cbeabf75cd21,2026-03-13,5.0
102a2ca9-60ac-4295-90c8-92574466a161,738d5915-4233-4d01-a945-cbeabf75cd21,2026-03-16,4.1
98707237-6a22-45ce-afe2-3ca4ed1f4d7b,738d5915-4233-4d01-a945-cbeabf75cd21,2026-03-30,4.0
7ea5b125-81ba-4c46-b404-da9ac519aadd,738d5915-4233-4d01-a945-cbeabf75cd21,2026-03-31,3.8
8e373de5-cbfb-42a3-b37c-9d792455f95b,738d5915-4233-4d01-a945-cbeabf75cd21,2026-04-01,3.0
03c55ae8-bf69-466c-9364-4234cb7c561b,738d5915-4233-4d01-a945-cbeabf75cd21,2026-04-09,4.4
1aeb778d-8922-411e-aec3-415dd4c38e83,738d5915-4233-4d01-a945-cbeabf75cd21,2026-04-13,4.9
472a6b4e-c5a6-4edf-a17b-7c465762bb52,738d5915-4233-4d01-a945-cbeabf75cd21,2026-04-14,3.4
8b14a67b-b2d0-482c-92b7-3129429c4f53,738d5915-4233-4d01-a945-cbeabf75cd21,2026-04-16,2.0
02331728-21aa-4485-bd6d-bacb993b30c9,738d5915-4233-4d01-a945-cbeabf75cd21,2026-04-29,3.3
6f9ea39b-5d5f-407a-95c2-9ed5c89419ec,738d5915-4233-4d01-a945-cbeabf75cd21,2026-04-30,5.5
e8adbc3a-6800-4f76-9c6d-c07a8e26f439,738d5915-4233-4d01-a945-cbeabf75cd21,2026-05-06,4.2
1f6d27e7-b181-4ed3-9631-c6aa06f76379,738d5915-4233-4d01-a945-cbeabf75cd21,2026-05-19,2.4
ae17eb27-37d5-45c0-88e6-a74ac95c2b93,738d5915-4233-4d01-a945-cbeabf75cd21,2026-06-02,4.7
bb5a291d-d329-4985-a862-9f59a4889ddc,738d5915-4233-4d01-a945-cbeabf75cd21,2026-06-10,5.0
0ebcd794-5a4a-4a89-8eee-ef2c83ab9cbb,738d5915-4233-4d01-a945-cbeabf75cd21,2026-06-11,6.4
504612f3-387d-42c8-9fbb-076832da0a90,738d5915-4233-4d01-a945-cbeabf75cd21,2026-06-18,1.6
bb783c7f-1837-4eac-a9dd-120e2b3ac9d3,738d5915-4233-4d01-a945-cbeabf75cd21,2026-06-19,6.3
3d549ef9-17db-440d-8004-45fa9ba2bc3f,738d5915-4233-4d01-a945-cbeabf75cd21,2026-06-29,6.6
f45de375-9f3a-4cb4-9195-88f62c9cbb7d,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-01-06,5.1
c3573716-334a-4510-996d-72c97980ca7f,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-01-07,2.8
55ab8893-070d-4d44-9956-bef74aa46bc2,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-01-13,2.3
4245ac99-f79a-4fab-bf0d-bf7acc083e47,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-01-20,3.8
15993692-de47-4df0-8839-166fa8971d5f,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-01-26,3.7
acd7a7e9-7b64-49d8-b4b1-cdd5da88a1b2,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-01-28,3.7
0809528d-aa8d-40d9-8b5b-b78427e4bfaa,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-01-30,5.6
e946dd72-77da-4125-90ce-2b27fab81708,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-02-04,1.5
332d953c-3864-4e5f-884a-b98674ca11e1,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-02-10,4.7
f7bc3baf-5e16-425a-9f1a-bbc3ce0af870,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-03-03,2.3
c0a79dce-60b1-4522-81d4-e5ab2497e17d,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-03-05,4.1
ab29a4fc-d95e-4ad9-9035-2051dd695d21,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-03-06,2.6
431ebf84-33a5-4738-813a-44684687161e,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-03-09,4.2
2891637a-fe9d-43a6-bb86-472374d2e49e,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-03-10,2.5
bacec635-dcd2-4d24-ba90-1dd2f231524b,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-03-13,2.7
216bba64-794c-472c-a4f5-988918658240,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-03-20,4.3
d4020f2d-001c-43b4-a345-f2cd6b18dfbb,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-03-25,4.2
52efa178-fbfa-4194-a980-9d4653daffe9,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-03-27,2.4
634915db-23e7-43cc-9d7b-ea7064ade2fe,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-03-31,2.6
fa3203ac-23c5-43c2-9b7e-d677c095e966,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-04-01,5.5
b1f76cd4-93dd-47d6-a00b-36f3b1f56387,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-04-02,3.2
94637f92-fcad-4b71-9287-1b90ce022903,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-04-06,4.8
e8ed0088-7fae-4cae-9780-8dd9090aa674,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-04-10,2.6
80e724f5-1bbe-4a3e-bf88-4b33fd87964d,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-04-14,5.5
5afcc852-3b95-412e-9be0-3aa0793bd918,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-04-17,5.3
6de5b50e-ef19-4a88-a5a9-f9e62bc1b2b4,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-05-04,4.0
5776464b-1901-4a9e-a85d-eb232c1cb732,776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-05-12,2.5
